"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 04:02:00",1834,12.1984,17.19736
"2023-05-30 04:04:00",1835,12.20372,17.19244
"2023-05-30 04:06:00",1836,12.19671,17.19315
"2023-05-30 04:08:00",1837,12.20809,17.18622
"2023-05-30 04:10:00",1838,12.19848,17.18494
"2023-05-30 04:12:00",1839,12.20678,17.17624
"2023-05-30 04:14:00",1840,12.19535,17.17349
"2023-05-30 04:16:00",1841,12.20626,17.16434
"2023-05-30 04:18:00",1842,12.1993,17.1608
"2023-05-30 04:20:00",1843,12.20854,17.15106
"2023-05-30 04:22:00",1844,12.19482,17.14783
"2023-05-30 04:24:00",1845,12.20229,17.13794
"2023-05-30 04:26:00",1846,12.19265,17.13419
"2023-05-30 04:28:00",1847,12.20555,17.1239
"2023-05-30 04:30:00",1848,12.19592,17.12027
"2023-05-30 04:32:00",1849,12.20476,17.11014
"2023-05-30 04:34:00",1850,12.19735,17.10645
"2023-05-30 04:36:00",1851,12.19813,17.09689
"2023-05-30 04:38:00",1852,12.18731,17.09354
"2023-05-30 04:40:00",1853,12.2006,17.08359
"2023-05-30 04:42:00",1854,12.19099,17.08029
"2023-05-30 04:44:00",1855,12.19943,17.07089
"2023-05-30 04:46:00",1856,12.18078,17.06833
"2023-05-30 04:48:00",1857,12.1899,17.05902
"2023-05-30 04:50:00",1858,12.18643,17.05612
"2023-05-30 04:52:00",1859,12.19754,17.04672
"2023-05-30 04:54:00",1860,12.18605,17.04358
"2023-05-30 04:56:00",1861,12.18462,17.03397
"2023-05-30 04:58:00",1862,12.18035,17.03082
"2023-05-30 05:00:00",1863,12.18938,17.02075
