"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 12:02:00",2074,12.65519,20.27185
"2023-05-30 12:04:00",2075,12.67842,20.3158
"2023-05-30 12:06:00",2076,12.65722,20.36395
"2023-05-30 12:08:00",2077,12.66906,20.40515
"2023-05-30 12:10:00",2078,12.67174,20.45306
"2023-05-30 12:12:00",2079,12.66478,20.49481
"2023-05-30 12:14:00",2080,12.65149,20.54291
"2023-05-30 12:16:00",2081,12.67414,20.58835
"2023-05-30 12:18:00",2082,12.66698,20.64453
"2023-05-30 12:20:00",2083,12.64677,20.69421
"2023-05-30 12:22:00",2084,12.68526,20.74756
"2023-05-30 12:24:00",2085,12.68387,20.80283
"2023-05-30 12:26:00",2086,12.65936,20.86908
"2023-05-30 12:28:00",2087,12.66747,20.93216
"2023-05-30 12:30:00",2088,12.65268,21.00214
"2023-05-30 12:32:00",2089,12.67576,21.06128
"2023-05-30 12:34:00",2090,12.63895,21.11649
"2023-05-30 12:36:00",2091,12.64572,21.15967
"2023-05-30 12:38:00",2092,12.64261,21.20386
"2023-05-30 12:40:00",2093,12.65498,21.24091
"2023-05-30 12:42:00",2094,12.63208,21.27713
"2023-05-30 12:44:00",2095,12.64179,21.30481
"2023-05-30 12:46:00",2096,12.6301,21.33783
"2023-05-30 12:48:00",2097,12.65919,21.35788
"2023-05-30 12:50:00",2098,12.65053,21.38318
"2023-05-30 12:52:00",2099,12.65961,21.39807
"2023-05-30 12:54:00",2100,12.64104,21.41309
"2023-05-30 12:56:00",2101,12.65107,21.41986
"2023-05-30 12:58:00",2102,12.64389,21.43433
"2023-05-30 13:00:00",2103,12.65401,21.44156
