"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-28 14:00:05",16638,5529.271,27.64636
"2023-05-28 14:00:10",16639,5516.744,27.58372
"2023-05-28 14:00:15",16640,5504.65,27.52325
"2023-05-28 14:00:20",16641,5492.121,27.46061
"2023-05-28 14:00:25",16642,5479.558,27.39779
"2023-05-28 14:00:30",16643,5467.637,27.33819
"2023-05-28 14:00:35",16644,5455.552,27.27776
"2023-05-28 14:00:40",16645,5442.737,27.21369
"2023-05-28 14:00:45",16646,5429.857,27.14929
"2023-05-28 14:00:50",16647,5416.593,27.08297
"2023-05-28 14:00:55",16648,5403.728,27.01865
"2023-05-28 14:01:00",16649,5390.126,26.95063
"2023-05-28 14:01:05",16650,5377.365,26.88683
"2023-05-28 14:01:10",16651,5363.999,26.82
"2023-05-28 14:01:15",16652,5350.92,26.7546
"2023-05-28 14:01:20",16653,5337.468,26.68734
"2023-05-28 14:01:25",16654,5324.281,26.62141
"2023-05-28 14:01:30",16655,5310.547,26.55274
"2023-05-28 14:01:35",16656,5296.808,26.48404
"2023-05-28 14:01:40",16657,5282.808,26.41404
"2023-05-28 14:01:45",16658,5268.281,26.34141
"2023-05-28 14:01:50",16659,5253.506,26.26753
"2023-05-28 14:01:55",16660,5238.621,26.19311
"2023-05-28 14:02:00",16661,5223.264,26.11632
"2023-05-28 14:02:05",16662,5209.302,26.04651
"2023-05-28 14:02:10",16663,5195.231,25.97616
"2023-05-28 14:02:15",16664,5182.218,25.91109
"2023-05-28 14:02:20",16665,5168.952,25.84476
"2023-05-28 14:02:25",16666,5156.436,25.78218
"2023-05-28 14:02:30",16667,5143.993,25.71996
"2023-05-28 14:02:35",16668,5132.309,25.66155
"2023-05-28 14:02:40",16669,5120.918,25.60459
"2023-05-28 14:02:45",16670,5109.544,25.54772
"2023-05-28 14:02:50",16671,5098.509,25.49255
"2023-05-28 14:02:55",16672,5087.596,25.43798
"2023-05-28 14:03:00",16673,5076.398,25.38199
"2023-05-28 14:03:05",16674,5066.336,25.33168
"2023-05-28 14:03:10",16675,5055.826,25.27913
