"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-31 00:02:00",2434,1013.5,87,13.2,11.2
"2023-05-31 00:04:00",2435,1013.6,87,13.2,11.1
"2023-05-31 00:06:00",2436,1013.5,86,13.2,11.1
"2023-05-31 00:08:00",2437,1013.5,87,13.4,11.4
"2023-05-31 00:10:00",2438,1013.5,88,13.4,11.5
"2023-05-31 00:12:00",2439,1013.5,86,13.3,11.1
"2023-05-31 00:14:00",2440,1013.5,88,13.5,11.7
"2023-05-31 00:16:00",2441,1013.4,87,13.4,11.3
"2023-05-31 00:18:00",2442,1013.5,88,13.5,11.7
"2023-05-31 00:20:00",2443,1013.4,86,13.4,11.2
"2023-05-31 00:22:00",2444,1013.4,86,13.4,11.1
"2023-05-31 00:24:00",2445,1013.4,86,13.3,11.2
"2023-05-31 00:26:00",2446,1013.4,85,13.3,11
"2023-05-31 00:28:00",2447,1013.4,87,13.5,11.4
"2023-05-31 00:30:00",2448,1013.4,88,13.4,11.5
"2023-05-31 00:32:00",2449,1013.4,87,13.4,11.4
"2023-05-31 00:34:00",2450,1013.4,88,13.4,11.5
"2023-05-31 00:36:00",2451,1013.3,88,13.3,11.4
"2023-05-31 00:38:00",2452,1013.3,88,13.2,11.3
"2023-05-31 00:40:00",2453,1013.3,88,13.2,11.3
"2023-05-31 00:42:00",2454,1013.3,87,13.2,11.1
"2023-05-31 00:44:00",2455,1013.3,87,13.2,11.1
"2023-05-31 00:46:00",2456,1013.3,88,13.2,11.4
"2023-05-31 00:48:00",2457,1013.3,87,13.1,11.1
"2023-05-31 00:50:00",2458,1013.3,87,13.1,11
"2023-05-31 00:52:00",2459,1013.3,87,13,11
"2023-05-31 00:54:00",2460,1013.2,87,13,10.8
"2023-05-31 00:56:00",2461,1013.2,88,13.1,11.3
"2023-05-31 00:58:00",2462,1013.2,87,13.1,11.1
"2023-05-31 01:00:00",2463,1013.2,88,13.1,11.2
