"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-31 18:02:00",2974,13.32232,25.58932
"2023-05-31 18:04:00",2975,13.31854,25.56906
"2023-05-31 18:06:00",2976,13.32699,25.55157
"2023-05-31 18:08:00",2977,13.33958,25.52542
"2023-05-31 18:10:00",2978,13.35174,25.50201
"2023-05-31 18:12:00",2979,13.359,25.47131
"2023-05-31 18:14:00",2980,13.3112,25.44492
"2023-05-31 18:16:00",2981,13.33547,25.41348
"2023-05-31 18:18:00",2982,13.34189,25.38718
"2023-05-31 18:20:00",2983,13.3417,25.35522
"2023-05-31 18:22:00",2984,13.33116,25.32764
"2023-05-31 18:24:00",2985,13.32239,25.2937
"2023-05-31 18:26:00",2986,13.2956,25.2644
"2023-05-31 18:28:00",2987,13.33291,25.22858
"2023-05-31 18:30:00",2988,13.32893,25.19736
"2023-05-31 18:32:00",2989,13.32546,25.16028
"2023-05-31 18:34:00",2990,13.3135,25.12756
"2023-05-31 18:36:00",2991,13.32404,25.08829
"2023-05-31 18:38:00",2992,13.3392,25.05219
"2023-05-31 18:40:00",2993,13.3159,25.00836
"2023-05-31 18:42:00",2994,13.31974,24.96774
"2023-05-31 18:44:00",2995,13.30895,24.9201
"2023-05-31 18:46:00",2996,13.31241,24.87497
"2023-05-31 18:48:00",2997,13.29724,24.82233
"2023-05-31 18:50:00",2998,13.29854,24.77316
"2023-05-31 18:52:00",2999,13.31849,24.7182
"2023-05-31 18:54:00",3000,13.29827,24.66882
"2023-05-31 18:56:00",3001,13.30915,24.61569
"2023-05-31 18:58:00",3002,13.2849,24.56842
"2023-05-31 19:00:00",3003,13.29288,24.51605
