"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-30 19:02:00",2284,1013.3,71,16.6,11.4
"2023-05-30 19:04:00",2285,1013.2,71,16.4,11.2
"2023-05-30 19:06:00",2286,1013.3,70,16.3,11
"2023-05-30 19:08:00",2287,1013.3,73,16.2,11.4
"2023-05-30 19:10:00",2288,1013.2,73,16,11.2
"2023-05-30 19:12:00",2289,1013.1,73,15.9,11.2
"2023-05-30 19:14:00",2290,1012.9,73,15.8,10.9
"2023-05-30 19:16:00",2291,1012.9,74,15.7,11.2
"2023-05-30 19:18:00",2292,1013,74,15.6,11.1
"2023-05-30 19:20:00",2293,1013.1,74,15.6,11.1
"2023-05-30 19:22:00",2294,1013.2,74,15.6,10.9
"2023-05-30 19:24:00",2295,1013.1,75,15.4,11.2
"2023-05-30 19:26:00",2296,1013.1,76,15.3,11.2
"2023-05-30 19:28:00",2297,1013.1,76,15.3,11.2
"2023-05-30 19:30:00",2298,1013.1,76,15.2,11.1
"2023-05-30 19:32:00",2299,1013.1,75,15.1,10.8
"2023-05-30 19:34:00",2300,1013.1,77,15.1,11.2
"2023-05-30 19:36:00",2301,1013.1,78,15.1,11.3
"2023-05-30 19:38:00",2302,1013.3,78,15,11.2
"2023-05-30 19:40:00",2303,1013.1,80,15,11.6
"2023-05-30 19:42:00",2304,1013.1,78,15,11.2
"2023-05-30 19:44:00",2305,1013,79,14.9,11.3
"2023-05-30 19:46:00",2306,1013.1,77,14.8,11
"2023-05-30 19:48:00",2307,1013.1,78,14.7,11
"2023-05-30 19:50:00",2308,1013,79,14.7,11.3
"2023-05-30 19:52:00",2309,1013,79,14.6,11.2
"2023-05-30 19:54:00",2310,1013.1,79,14.5,11.1
"2023-05-30 19:56:00",2311,1013.1,81,14.6,11.5
"2023-05-30 19:58:00",2312,1013.2,82,14.6,11.6
"2023-05-30 20:00:00",2313,1013.2,80,14.4,11.2
