"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-29 09:00:05",30318,3049.751,15.24876
"2023-05-29 09:00:10",30319,3039.427,15.19714
"2023-05-29 09:00:15",30320,3024.387,15.12194
"2023-05-29 09:00:20",30321,3008.745,15.04373
"2023-05-29 09:00:25",30322,2999.023,14.99512
"2023-05-29 09:00:30",30323,2996.799,14.984
"2023-05-29 09:00:35",30324,2997.865,14.98933
"2023-05-29 09:00:40",30325,3004.867,15.02434
"2023-05-29 09:00:45",30326,3013.839,15.0692
"2023-05-29 09:00:50",30327,3023.773,15.11887
"2023-05-29 09:00:55",30328,3030.219,15.15109
"2023-05-29 09:01:00",30329,3029.328,15.14664
"2023-05-29 09:01:05",30330,3021.963,15.10981
"2023-05-29 09:01:10",30331,3011.37,15.05685
"2023-05-29 09:01:15",30332,2999.43,14.99715
"2023-05-29 09:01:20",30333,2987.1,14.9355
"2023-05-29 09:01:25",30334,2971.53,14.85765
"2023-05-29 09:01:30",30335,2953.473,14.76737
"2023-05-29 09:01:35",30336,2930.452,14.65226
"2023-05-29 09:01:40",30337,2900.778,14.50389
"2023-05-29 09:01:45",30338,2867.614,14.33807
"2023-05-29 09:01:50",30339,2823.438,14.11719
"2023-05-29 09:01:55",30340,2774.736,13.87368
"2023-05-29 09:02:00",30341,2714.141,13.57071
"2023-05-29 09:02:05",30342,2663.284,13.31642
"2023-05-29 09:02:10",30343,2620.432,13.10216
"2023-05-29 09:02:15",30344,2580.85,12.90425
"2023-05-29 09:02:20",30345,2543.37,12.71685
"2023-05-29 09:02:25",30346,2509.8,12.549
"2023-05-29 09:02:30",30347,2482.821,12.41411
"2023-05-29 09:02:35",30348,2465.456,12.32728
"2023-05-29 09:02:40",30349,2453.634,12.26817
"2023-05-29 09:02:45",30350,2441.552,12.20776
"2023-05-29 09:02:50",30351,2432.081,12.1604
"2023-05-29 09:02:55",30352,2421.039,12.10519
"2023-05-29 09:03:00",30353,2409.128,12.04564
"2023-05-29 09:03:05",30354,2395.811,11.97905
"2023-05-29 09:03:10",30355,2383.954,11.91977
