"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 13:02:00",2104,12.63853,21.45654
"2023-05-30 13:04:00",2105,12.66662,21.46613
"2023-05-30 13:06:00",2106,12.65398,21.47778
"2023-05-30 13:08:00",2107,12.66422,21.47803
"2023-05-30 13:10:00",2108,12.64524,21.48337
"2023-05-30 13:12:00",2109,12.66077,21.48108
"2023-05-30 13:14:00",2110,12.66468,21.48535
"2023-05-30 13:16:00",2111,12.66688,21.48364
"2023-05-30 13:18:00",2112,12.65547,21.48785
"2023-05-30 13:20:00",2113,12.67383,21.48599
"2023-05-30 13:22:00",2114,12.67373,21.48947
"2023-05-30 13:24:00",2115,12.68976,21.48712
"2023-05-30 13:26:00",2116,12.66903,21.49176
"2023-05-30 13:28:00",2117,12.67334,21.48938
"2023-05-30 13:30:00",2118,12.6752,21.49307
"2023-05-30 13:32:00",2119,12.69682,21.49158
"2023-05-30 13:34:00",2120,12.70242,21.49545
"2023-05-30 13:36:00",2121,12.69983,21.49408
"2023-05-30 13:38:00",2122,12.68225,21.49887
"2023-05-30 13:40:00",2123,12.71388,21.49918
"2023-05-30 13:42:00",2124,12.69498,21.5058
"2023-05-30 13:44:00",2125,12.71391,21.50708
"2023-05-30 13:46:00",2126,12.71632,21.51453
"2023-05-30 13:48:00",2127,12.71456,21.51627
"2023-05-30 13:50:00",2128,12.72681,21.52444
"2023-05-30 13:52:00",2129,12.74093,21.52753
"2023-05-30 13:54:00",2130,12.73299,21.53732
"2023-05-30 13:56:00",2131,12.73205,21.54282
"2023-05-30 13:58:00",2132,12.73071,21.55481
"2023-05-30 14:00:00",2133,12.73369,21.56146
