"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-01 23:02:00",3844,1012.3,75,13.7,9.5
"2023-06-01 23:04:00",3845,1012.4,75,13.7,9.4
"2023-06-01 23:06:00",3846,1012.4,76,13.8,9.8
"2023-06-01 23:08:00",3847,1012.4,74,13.7,9.2
"2023-06-01 23:10:00",3848,1012.4,75,13.7,9.5
"2023-06-01 23:12:00",3849,1012.4,76,13.7,9.6
"2023-06-01 23:14:00",3850,1012.4,74,13.5,9.1
"2023-06-01 23:16:00",3851,1012.4,75,13.6,9.4
"2023-06-01 23:18:00",3852,1012.4,77,13.6,9.7
"2023-06-01 23:20:00",3853,1012.4,78,13.6,9.9
"2023-06-01 23:22:00",3854,1012.4,75,13.6,9.2
"2023-06-01 23:24:00",3855,1012.4,76,13.6,9.6
"2023-06-01 23:26:00",3856,1012.3,75,13.5,9.2
"2023-06-01 23:28:00",3857,1012.3,77,13.5,9.6
"2023-06-01 23:30:00",3858,1012.3,77,13.5,9.7
"2023-06-01 23:32:00",3859,1012.3,76,13.4,9.4
"2023-06-01 23:34:00",3860,1012.3,76,13.4,9.2
"2023-06-01 23:36:00",3861,1012.3,78,13.4,9.7
"2023-06-01 23:38:00",3862,1012.3,77,13.4,9.5
"2023-06-01 23:40:00",3863,1012.3,78,13.4,9.7
"2023-06-01 23:42:00",3864,1012.3,77,13.3,9.4
"2023-06-01 23:44:00",3865,1012.4,78,13.3,9.6
"2023-06-01 23:46:00",3866,1012.4,78,13.4,9.7
"2023-06-01 23:48:00",3867,1012.4,79,13.4,9.9
"2023-06-01 23:50:00",3868,1012.4,78,13.3,9.6
"2023-06-01 23:52:00",3869,1012.5,78,13.3,9.7
"2023-06-01 23:54:00",3870,1012.4,77,13.3,9.4
"2023-06-01 23:56:00",3871,1012.4,79,13.4,9.8
"2023-06-01 23:58:00",3872,1012.4,78,13.3,9.7
"2023-06-02 00:00:00",3873,1012.4,79,13.3,9.9
