"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-06-01 05:02:00",3304,12.49547,17.58524
"2023-06-01 05:04:00",3305,12.51578,17.58249
"2023-06-01 05:06:00",3306,12.50487,17.5842
"2023-06-01 05:08:00",3307,12.51251,17.57758
"2023-06-01 05:10:00",3308,12.49819,17.57602
"2023-06-01 05:12:00",3309,12.51029,17.56793
"2023-06-01 05:14:00",3310,12.50181,17.56631
"2023-06-01 05:16:00",3311,12.51322,17.55899
"2023-06-01 05:18:00",3312,12.50032,17.55756
"2023-06-01 05:20:00",3313,12.50602,17.55045
"2023-06-01 05:22:00",3314,12.49484,17.54868
"2023-06-01 05:24:00",3315,12.50329,17.54016
"2023-06-01 05:26:00",3316,12.49937,17.53818
"2023-06-01 05:28:00",3317,12.50739,17.52945
"2023-06-01 05:30:00",3318,12.49041,17.52798
"2023-06-01 05:32:00",3319,12.49351,17.51962
"2023-06-01 05:34:00",3320,12.49205,17.51709
"2023-06-01 05:36:00",3321,12.49813,17.50778
"2023-06-01 05:38:00",3322,12.49088,17.50519
"2023-06-01 05:40:00",3323,12.49927,17.49698
"2023-06-01 05:42:00",3324,12.48137,17.4938
"2023-06-01 05:44:00",3325,12.49316,17.48578
"2023-06-01 05:46:00",3326,12.48398,17.48367
"2023-06-01 05:48:00",3327,12.49637,17.47467
"2023-06-01 05:50:00",3328,12.48951,17.47137
"2023-06-01 05:52:00",3329,12.49274,17.46347
"2023-06-01 05:54:00",3330,12.48388,17.46133
"2023-06-01 05:56:00",3331,12.49683,17.45239
"2023-06-01 05:58:00",3332,12.48989,17.44998
"2023-06-01 06:00:00",3333,12.49204,17.44254
