"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-30 13:00:05",50478,16484.33,82.42164
"2023-05-30 13:00:10",50479,16862.11,84.31055
"2023-05-30 13:00:15",50480,16502.83,82.51416
"2023-05-30 13:00:20",50481,16283.91,81.41956
"2023-05-30 13:00:25",50482,16289.26,81.44628
"2023-05-30 13:00:30",50483,16782.31,83.91154
"2023-05-30 13:00:35",50484,16901.62,84.50808
"2023-05-30 13:00:40",50485,16932.69,84.66346
"2023-05-30 13:00:45",50486,16696.73,83.48368
"2023-05-30 13:00:50",50487,16847.32,84.23658
"2023-05-30 13:00:55",50488,16951.77,84.75885
"2023-05-30 13:01:00",50489,16396.4,81.98198
"2023-05-30 13:01:05",50490,16484.5,82.42249
"2023-05-30 13:01:10",50491,16951.73,84.75864
"2023-05-30 13:01:15",50492,16755.01,83.77503
"2023-05-30 13:01:20",50493,16754.98,83.7749
"2023-05-30 13:01:25",50494,16651.59,83.25796
"2023-05-30 13:01:30",50495,16609.99,83.04998
"2023-05-30 13:01:35",50496,16837.23,84.18615
"2023-05-30 13:01:40",50497,17157.57,85.78788
"2023-05-30 13:01:45",50498,16633.06,83.16532
"2023-05-30 13:01:50",50499,16698.18,83.49089
"2023-05-30 13:01:55",50500,16662.18,83.31092
"2023-05-30 13:02:00",50501,16814.05,84.07026
"2023-05-30 13:02:05",50502,17017.71,85.08858
"2023-05-30 13:02:10",50503,17126.14,85.63068
"2023-05-30 13:02:15",50504,17052.42,85.2621
"2023-05-30 13:02:20",50505,16574.18,82.87091
"2023-05-30 13:02:25",50506,16571.91,82.85957
"2023-05-30 13:02:30",50507,17015.53,85.07767
"2023-05-30 13:02:35",50508,16716.28,83.5814
"2023-05-30 13:02:40",50509,16652.15,83.26078
"2023-05-30 13:02:45",50510,16668.45,83.34226
"2023-05-30 13:02:50",50511,16626.97,83.13485
"2023-05-30 13:02:55",50512,16909.97,84.54986
"2023-05-30 13:03:00",50513,17006.65,85.03326
"2023-05-30 13:03:05",50514,17021.99,85.10997
"2023-05-30 13:03:10",50515,16550.56,82.75278
