"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-02 11:00:05",100878,14260.8,71.30398
"2023-06-02 11:00:10",100879,14044.87,70.22433
"2023-06-02 11:00:15",100880,13991.71,69.95856
"2023-06-02 11:00:20",100881,14391.83,71.95918
"2023-06-02 11:00:25",100882,14976.41,74.88205
"2023-06-02 11:00:30",100883,15152.53,75.76266
"2023-06-02 11:00:35",100884,15037.78,75.18893
"2023-06-02 11:00:40",100885,4523.104,22.61552
"2023-06-02 11:00:45",100886,14948.13,74.74066
"2023-06-02 11:00:50",100887,9679.14,48.3957
"2023-06-02 11:00:55",100888,15276.94,76.38468
"2023-06-02 11:01:00",100889,9611.218,48.0561
"2023-06-02 11:01:05",100890,14878.81,74.39406
"2023-06-02 11:01:10",100891,14095.19,70.47593
"2023-06-02 11:01:15",100892,14346.01,71.73003
"2023-06-02 11:01:20",100893,15174.86,75.87429
"2023-06-02 11:01:25",100894,3573.036,17.86518
"2023-06-02 11:01:30",100895,14428.55,72.14276
"2023-06-02 11:01:35",100896,14301.16,71.50582
"2023-06-02 11:01:40",100897,14099.79,70.49894
"2023-06-02 11:01:45",100898,15211.03,76.05518
"2023-06-02 11:01:50",100899,15112.2,75.56099
"2023-06-02 11:01:55",100900,14817.47,74.08737
"2023-06-02 11:02:00",100901,12729.43,63.64714
"2023-06-02 11:02:05",100902,15122.58,75.61292
"2023-06-02 11:02:10",100903,14512.4,72.562
"2023-06-02 11:02:15",100904,15053.78,75.26892
"2023-06-02 11:02:20",100905,15073.2,75.36602
"2023-06-02 11:02:25",100906,12679.55,63.39773
"2023-06-02 11:02:30",100907,14522.84,72.61422
"2023-06-02 11:02:35",100908,3021.077,15.10538
"2023-06-02 11:02:40",100909,4926.509,24.63255
"2023-06-02 11:02:45",100910,14932.75,74.66376
"2023-06-02 11:02:50",100911,15029.68,75.14841
"2023-06-02 11:02:55",100912,14410.18,72.0509
"2023-06-02 11:03:00",100913,14372.6,71.86302
"2023-06-02 11:03:05",100914,3134.213,15.67107
"2023-06-02 11:03:10",100915,3262.354,16.31177
